iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BDI,Africa,Burundi,30/01/2023,53492,0,151.857,15,0,0,4150.018,0,11.781,1.164,0,0,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,6,54,0,,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,12889583,,,,
KHM,Asia,Cambodia,30/01/2023,138689,4,1.857,3056,0,0,8271.126,0.239,0.111,182.254,0,0,,,,,,,,,,,,,,,,,,,,,,,,18623,,,,,1111,596,0.004,,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594,16767851,,,,
CMR,Africa,Cameroon,30/01/2023,124309,14,2,1965,0,0,4453.199,0.502,0.072,70.393,0,0,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,12,2375,0.009,,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,27914542,,,,
CAN,North America,Canada,30/01/2023,4550589,0,1625,50539,0,38.429,118337.499,0,42.258,1314.26,0,0.999,,184,4.785,4362,113.433,,,,,,,,,,,,,,96935916,34758406,31761079,30416431,,9161,252.08,90.39,82.59,79.1,238,2879,0.007,,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
CPV,Africa,Cape Verde,30/01/2023,63229,2,0.429,413,0,0.143,106596.512,3.372,0.723,696.268,0,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,593162,,,,
CYM,North America,Cayman Islands,30/01/2023,31472,0,0,37,0,0,457961.061,0,0,538.401,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.496,,,,49903.029,,,13.22,,,,,83.92,,68722,,,,
CAF,Africa,Central African Republic,30/01/2023,15367,0,0,113,0,0,2754.363,0,0,20.254,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1,53.28,0.397,5579148,,,,
TCD,Africa,Chad,30/01/2023,7652,0,0,194,0,0,431.748,0,0,10.946,0,0,,,,,,,,,,,,,,,,,,,,,,,,952,,,,,54,952,0.005,,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,17723312,,,,
CHL,South America,Chile,30/01/2023,5116768,1638,1836.571,63791,27,17.714,261009.84,83.556,93.685,3254.023,1.377,0.904,,109,5.56,,,,,,,,,,,,,,,,62674924,18087283,17698996,27463361,1896,1795,319.71,92.26,90.28,140.09,92,155,0.001,,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
CHN,Asia,China,30/01/2023,98472389,27805,22668.571,113791,42,502,69060.426,19.5,15.898,79.804,0.029,0.352,,,,,,,,,,,,,,,,,,,,,,,,69143,,,,,48,6000,0,,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
COL,South America,Colombia,30/01/2023,6356309,0,216.857,142486,0,14.429,122533.554,0,4.18,2746.77,0,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COM,Africa,Comoros,30/01/2023,8993,0,0.143,160,0,0,10747.111,0,0.171,191.208,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,836783,,,,
COG,Africa,Congo,30/01/2023,25070,1,0.143,388,0,0,4199.028,0.167,0.024,64.987,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,5970430,,,,
COK,Oceania,Cook Islands,30/01/2023,7000,1,1,2,0,0,410991.076,58.713,58.713,117.426,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,59,0,0,,,,,,,,,,,,,,76.25,,17032,,,,
CRI,North America,Costa Rica,30/01/2023,1186176,0,543.571,9158,0,2.286,228954.555,0,104.92,1767.668,0,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
CIV,Africa,Cote d'Ivoire,30/01/2023,87981,7,2.143,833,0,0,3124.264,0.249,0.076,29.58,0,0,,,,,,,,,,,,,,,,,,,,,,,,30255,,,,,1074,4538,0.016,,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,28160548,,,,
HRV,Europe,Croatia,30/01/2023,1267511,44,63.429,17863,5,6.857,314490.687,10.917,15.738,4432.109,1.241,1.701,,,,,,,,,,,,,,,,,,,5358949,2320999,2250917,,64,106,132.96,57.59,55.85,,26,11,0,,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,4030361,,,,
CUB,North America,Cuba,30/01/2023,1112394,0,6.286,8530,0,0,99212.839,0,0.561,760.779,0,0,,,,,,,,,,,,,,,,,,,43365020,10724368,10006775,8690006,16360,28860,386.77,95.65,89.25,77.5,2574,137,0.001,,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,11212198,,,,
CUW,North America,Curacao,30/01/2023,45773,0,1,301,0,0,239432.347,0,5.231,1574.49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,191173,,,,
CYP,Europe,Cyprus,30/01/2023,642663,0,276.286,1287,0,1,717252.209,0,308.352,1436.373,0,1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,,,,
CZE,Europe,Czechia,30/01/2023,4588886,52,281,42314,3,2.286,437287.057,4.955,26.777,4032.213,0.286,0.218,,19,1.811,348,33.162,19,1.811,398,37.926,,,,,,,,,,18609369,6975254,6891683,5153441,,503,177.33,66.47,65.67,49.11,48,21,0,,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
COD,Africa,Democratic Republic of Congo,30/01/2023,95584,71,10.143,1463,0,0,965.395,0.717,0.102,14.776,0,0,,,,,,,,,,,,,,,,,,,,,,,,39460,,,,,399,38151,0.039,,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,99010216,,,,
DNK,Europe,Denmark,30/01/2023,3399459,121,156,8136,8,7,577917.259,20.57,26.52,1383.142,1.36,1.19,,17,2.89,211,35.871,,,155,26.35,,,,,,,,,,13134696,4783525,4748211,3648970,76,58,223.29,81.32,80.72,62.03,10,6,0,,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DJI,Africa,Djibouti,30/01/2023,15690,0,0,189,0,0,13998.292,0,0,168.622,0,0,,,,,,,,,,,,,,,,,,,,,,,,695,,,,,620,695,0.062,,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,1120851,,,,
DMA,North America,Dominica,30/01/2023,15760,0,0,74,0,0,216608.483,0,0,1017.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75,0.742,72758,,,,
DOM,North America,Dominican Republic,30/01/2023,660187,0,29.429,4384,0,0,58793.973,0,2.621,390.424,0,0,,,,,,,,,,,,,,,,,,,16209468,7305726,6077962,2525861,,961,144.36,65.06,54.13,22.49,86,157,0.001,,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,11228821,,,,
ECU,South America,Ecuador,30/01/2023,1055024,0,202.714,36005,0,1,58609.182,0,11.261,2000.166,0,0.056,,,,,,,,,,,,,,,,,,,,,,,,3860,,,,,214,263,0.001,,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,18001002,,,,
EGY,Africa,Egypt,30/01/2023,515609,0,4.143,24805,0,0,4645.541,0,0.037,223.488,0,0,,,,,,,,,,,,,,,,,,,,,,,,54825,,,,,494,15362,0.014,,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,110990096,,,,
SLV,North America,El Salvador,30/01/2023,201785,0,0,4230,0,0,31845.405,0,0,667.572,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,6336393,,,,
OWID_ENG,Europe,England,30/01/2023,,,,,,,,,,,,,,142,2.511,5959,105.376,,,4621,81.715,,,,,,,,,,144623788,45399533,42917875,64031283,8408,7968,255.74,80.28,75.89,113.23,141,639,0.001,,,,,,,,,,,,,,,,56550000,,,,
GNQ,Africa,Equatorial Guinea,30/01/2023,17093,0,0.571,183,0,0,10205.288,0,0.341,109.259,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,1674916,,,,
ERI,Africa,Eritrea,30/01/2023,10189,0,0,103,0,0,2765.713,0,0,27.958,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,3684041,,,,
EST,Europe,Estonia,30/01/2023,613843,18,55,2904,0,2.714,462906.014,13.574,41.476,2189.94,0,2.047,,,,157,118.395,,,,,,,,,,,,,,2107403,868943,848527,596359,166,165,158.92,65.53,63.99,44.97,124,10,0.001,,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,,,,
SWZ,Africa,Eswatini,30/01/2023,74133,0,2.714,1422,0,0,61691.132,0,2.259,1183.343,0,0,,,,,,,,,,,,,,,,,,,,,,,,363,,,,,302,0,0,,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1201680,,,,
ETH,Africa,Ethiopia,30/01/2023,499478,12,24.571,7572,0,0,4048.292,0.097,0.199,61.371,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,123379928,,,,
OWID_EUR,,Europe,30/01/2023,244908574,47352,41596.286,2011577,507,425,328821.171,63.576,55.848,2700.8,0.681,0.571,,,,,,,,,,,,,,,,,,,1374737193,519440272,498260656,356510020,76640,89511,184.58,69.74,66.9,47.87,120,17157,0.002,,,,,,,,,,,,,,,,744807803,,,,
OWID_EUN,,European Union,30/01/2023,181231372,37975,31209.571,1208002,327,263.143,402605.05,84.361,69.332,2683.573,0.726,0.585,,,,,,,,,,,,,,,,,,,937069800,335416912,327675568,277699118,56356,72319,208.17,74.51,72.79,61.69,161,7161,0.002,,,,,,,,,,,,,,,,450146793,,,,
FRO,Europe,Faeroe Islands,30/01/2023,34658,0,0,28,0,0,652484.139,0,0,527.138,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.308,,,,,,,,,,,,80.67,,53117,,,,
FLK,South America,Falkland Islands,30/01/2023,1923,0,0,,0,0,505919.495,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44,,3801,,,,
FJI,Oceania,Fiji,30/01/2023,68820,0,1.714,883,0,0,74018.385,0,1.844,949.698,0,0,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,29,4,0,,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,929769,,,,
FIN,Europe,Finland,30/01/2023,1460201,52,97.143,8872,4,5.143,263538.748,9.385,17.532,1601.229,0.722,0.928,,,,,,,,,,,,,,,,,,,,,,,,1287,,,,,232,5,0,,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,
FRA,Europe,France,30/01/2023,38414576,3802,4356.571,160447,6,45.857,594407.902,58.83,67.411,2482.676,0.093,0.71,,883,13.021,15365,226.579,203,2.994,1926,28.402,,,,,,,,,,154133020,54652676,53159278,47403305,10425,14228,227.29,80.59,78.39,69.9,210,353,0.001,,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,,,,
GUF,South America,French Guiana,30/01/2023,98028,0,2.286,413,0,0,321859.158,0,7.505,1356.019,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
PYF,Oceania,French Polynesia,30/01/2023,77957,0,0,649,0,0,254518.564,0,0,2118.893,0,0,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,238,2,0.001,,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,306292,,,,
GAB,Africa,Gabon,30/01/2023,48981,0,0,306,0,0,20502.747,0,0,128.087,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,3,0,,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,2388997,,,,
GMB,Africa,Gambia,30/01/2023,12586,0,0,372,0,0,4651.154,0,0,137.473,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,2705995,,,,
GEO,Asia,Georgia,30/01/2023,1815862,150,296.714,16935,2,1.571,484956.007,40.06,79.242,4522.772,0.534,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,3744385,,,,
DEU,Europe,Germany,30/01/2023,37748575,1605,10470.571,167341,8,37.143,452784.544,19.252,125.592,2007.213,0.096,0.446,,626,7.509,,,493,5.913,5089,61.041,,,,,,,,,,191956471,64869874,63555745,64636543,7022,10798,230.25,77.81,76.23,77.53,130,184,0,,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,83369840,,,,
GHA,Africa,Ghana,30/01/2023,171127,15,2.143,1462,0,0,5111.951,0.448,0.064,43.673,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.719,21.1,3.385,1.948,4227.63,12,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870,,,,
GIB,Europe,Gibraltar,30/01/2023,20399,0,1,111,0,0,624261.713,0,30.603,3396.885,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457.1,,,,,,,,,,,,79.93,,32677,,,,
GRC,Europe,Greece,30/01/2023,5811705,24809,3544.143,35837,193,27.571,559626.449,2388.933,341.276,3450.852,18.585,2.655,,,,,,,,,,,,,,,,,,,22092024,7933359,7643882,7093447,,1438,212.73,76.39,73.61,68.3,138,38,0,,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,,4.21,82.24,0.888,10384972,,,,
GRL,North America,Greenland,30/01/2023,11971,0,0,21,0,0,211898.609,0,0,371.721,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,,,,,,199.941,2.16,,,,,71.7,,56494,,,,
GRD,North America,Grenada,30/01/2023,19680,0,0,238,0,0,156863.995,0,0,1897.034,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,125459,,,,
GLP,North America,Guadeloupe,30/01/2023,201563,0,24.143,1009,0,0.286,509303.571,0,61.003,2549.512,0,0.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,,,,,,,,,,,82.14,,395762,,,,
GUM,Oceania,Guam,30/01/2023,50635,0,27,415,0,0,294761.414,0,157.175,2415.839,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.128,31.4,9.551,5.493,,,310.496,21.52,,,,,80.07,,171783,,,,
GTM,North America,Guatemala,30/01/2023,1226951,422,607.429,20096,4,3.429,68760.195,23.65,34.041,1126.21,0.224,0.192,,,,,,,,,,,,,,,,,,,,,,,,5819,,,,,326,1187,0.007,,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,17843914,,,,
GGY,Europe,Guernsey,30/01/2023,34715,0,6.143,66,0,0,548169.085,0,96.999,1042.177,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63329,,,,
GIN,Africa,Guinea,30/01/2023,38267,12,1.714,467,0,0,2761.096,0.866,0.124,33.696,0,0,,,,,,,,,,,,,,,,,,,,,,,,15836,,,,,1143,13749,0.099,,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,13859349,,,,
GNB,Africa,Guinea-Bissau,30/01/2023,8953,0,0,176,0,0,4252.035,0,0,83.587,0,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,4,0,,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,2105580,,,,
GUY,South America,Guyana,30/01/2023,72922,0,15.286,1294,0,0.143,90168.87,0,18.901,1600.046,0,0.177,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,104,21,0.003,,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,808727,,,,
HTI,North America,Haiti,30/01/2023,34143,67,9.571,860,0,0,2947.172,5.783,0.826,74.234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,11585003,,,,
OWID_HIC,,High income,30/01/2023,412535481,106731,169062.857,2794706,777,1355.429,329892.575,85.35,135.195,2234.845,0.621,1.084,,,,,,,,,,,,,,,,,,,2787186196,993855996,932568939,820748074,396833,469660,222.88,79.48,74.57,65.63,376,32986,0.003,,,,,,,,,,,,,,,,1250514600,,,,
HND,North America,Honduras,30/01/2023,470556,0,52.286,11104,0,0.286,45103.269,0,5.012,1064.33,0,0.027,,,,,,,,,,,,,,,,,,,,,,,,9625,,,,,923,2485,0.024,,82.805,24.9,4.652,2.883,4541.795,16,240.208,7.21,2,,84.169,0.7,75.27,0.634,10432858,,,,
HKG,Asia,Hong Kong,30/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20622047,6912535,6793237,6916275,4475,3117,275.37,92.3,90.71,92.35,416,56,0.001,,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,7488863,,,,
HUN,Europe,Hungary,30/01/2023,2192447,621,88.714,48641,9,1.286,219963.894,62.304,8.901,4880.056,0.903,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9967304,,,,
ISL,Europe,Iceland,30/01/2023,208590,7,19.429,259,0,0.571,559367.986,18.772,52.101,694.551,0,1.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,372903,,,,
IND,Asia,India,30/01/2023,44682719,80,100.571,530740,0,0.714,31529.471,0.056,0.071,374.506,0,0.001,,,,,,,,,,,,,,,,,,,2204593034,1027320320,951664615,225608099,526651,250817,155.56,72.49,67.15,15.92,177,5847,0,,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,1417173120,,,,
IDN,Asia,Indonesia,30/01/2023,6729756,183,224.571,160810,7,3.143,24427.307,0.664,0.815,583.7,0.025,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,275501344,,,,
IRN,Asia,Iran,30/01/2023,7564146,100,108.714,144747,3,1.714,85421.767,1.129,1.228,1634.625,0.034,0.019,,,,,,,,,,,,,,,,,,,,,,,,23403,,,,,264,1268,0.001,,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,88550568,,,,
IRQ,Asia,Iraq,30/01/2023,2465545,0,0,25375,0,0,55410.332,0,0,570.274,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,44496124,,,,
IRL,Europe,Ireland,30/01/2023,1700808,115,123.571,8620,8,3.143,338596.741,22.894,24.601,1716.069,1.593,0.626,,,,,,,,,,,,,,,,,,,11106460,4106602,4060349,3180726,79,189,221.11,81.75,80.83,63.32,38,17,0,,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,,,,
IMN,Europe,Isle of Man,30/01/2023,38008,0,0,116,0,0,449617.905,0,0,1372.229,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.872,,,,,,,,,,,,81.4,,84534,,,,
ISR,Asia,Israel,30/01/2023,4785345,608,576.857,12200,2,3.571,506439.306,64.345,61.05,1291.142,0.212,0.378,,30,3.175,540,57.149,15,1.587,368,38.946,,,,,,,,,,18636065,6722271,6158563,5755231,591,541,197.23,71.14,65.18,60.91,57,8,0,,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,,,,
ITA,Europe,Italy,30/01/2023,25468243,3443,5206.429,186929,25,44.571,431391.151,58.319,88.189,3166.277,0.423,0.755,,197,3.337,4031,68.279,133,2.253,1722,29.168,,,,,,,,,,143710958,50884514,47973290,46796323,5021,7266,243.42,86.19,81.26,79.27,123,100,0,,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472,,,,
JAM,North America,Jamaica,30/01/2023,153407,0,37.714,3480,0,0.571,54257.614,0,13.339,1230.821,0,0.202,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,67,130,0.005,,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,2827382,,,,
JPN,Asia,Japan,30/01/2023,32464361,44729,59861.857,67639,251,324.286,261911.39,360.858,482.945,545.688,2.025,2.616,,,,,,,,,,,,,,,,,,,379885061,104633692,103255350,171996019,151336,207364,306.48,84.41,83.3,138.76,1673,2076,0.002,,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,123951696,,,,
JEY,Europe,Jersey,30/01/2023,66386,8,13.286,157,0,0.286,599173.255,72.205,119.911,1417.019,0,2.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110796,,,,
JOR,Asia,Jordan,30/01/2023,1746997,0,0,14122,0,0,154794.998,0,0,1251.299,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,11285875,,,,
KAZ,Asia,Kazakhstan,30/01/2023,1496500,22,52.571,19065,0,0,77147.137,1.134,2.71,982.833,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,19397998,,,,
KEN,Africa,Kenya,30/01/2023,342817,32,4.571,5688,0,0,6345.233,0.592,0.085,105.28,0,0,,,,,,,,,,,,,,,,,,,,,,,,6407,,,,,119,2078,0.004,,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,54027484,,,,
KIR,Oceania,Kiribati,30/01/2023,5008,0,2.429,18,0,0,38159.97,0,18.505,137.156,0,0,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,2606,53,0.04,,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,131237,,,,
OWID_KOS,Europe,Kosovo,30/01/2023,272494,3,7.429,3193,1,0.143,152904.835,1.683,4.168,1791.691,0.561,0.08,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,5,4,0,,168.155,,,,9795.834,0.6,,,,,,,,,1782115,,,,
KWT,Asia,Kuwait,30/01/2023,663146,0,0,2570,0,0,155344.041,0,0,602.031,0,0,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,15,27,0.001,,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37,,2,75.49,0.806,4268886,,,,
KGZ,Asia,Kyrgyzstan,30/01/2023,206592,1,0.143,2991,0,0,31157.263,0.151,0.022,451.089,0,0,,,,,,,,,,,,,,,,,,,3412065,1645914,1368091,,2083,2208,51.46,24.82,20.63,,333,309,0.005,,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,6630621,,,,
LAO,Asia,Laos,30/01/2023,217962,0,2.571,758,0,0,28947.827,0,0.342,100.671,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4,7.3,51.2,49.839,1.5,67.92,0.613,7529477,,,,
LVA,Europe,Latvia,30/01/2023,975268,16,22,6214,0,1.143,526985.595,8.646,11.888,3357.732,0,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,,5.57,75.29,0.866,1850654,,,,
