iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
THA,Asia,Thailand,01/01/2022,2226446,3011,2715.429,21708,10,21.429,31053.534,41.996,37.874,302.774,0.139,0.299,1.11,,,,,,,,,17754567,24673,247.965,0.345,35913,0.502,0.0756,13.2,tests performed,105170510,51411912,46320706,7437892,10241,270471,146.69,71.71,64.61,10.37,3772,37341,0.052,43.52,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,71697024,,,,
TLS,Asia,Timor,01/01/2022,19839,2,0.857,122,0,0,14790.897,1.491,0.639,90.957,0,0,0.76,,,,,,,,,,,,,245,0.185,0.0035,285.9,tests performed,,,,,,1006,,,,,750,188,0.014,40.58,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,1341298,,,,
TGO,Africa,Togo,01/01/2022,30673,510,427,248,0,0.286,3466.385,57.636,48.256,28.027,0,0.032,1.58,,,,,,,,,618843,1809,71.585,0.209,1585,0.183,0.1957,5.1,tests performed,,,,,,5110,,,,,577,1575,0.018,39.81,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,8848700,,,,
TKL,Oceania,Tokelau,01/01/2022,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1057,1,0.053,,,,,,,,,,,,,,81.86,,1893,,,,
TON,Oceania,Tonga,01/01/2022,1,0,0,,0,0,9.357,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,436,,,,,4080,18,0.017,47.22,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,106867,,,,
TTO,North America,Trinidad and Tobago,01/01/2022,91320,491,339.429,2850,25,18.857,59645.614,320.696,221.698,1861.476,16.329,12.317,0.96,,,,,,,,,511818,561,335.473,0.368,1599,1.048,0.253,4,people tested,1409304,712707,668982,76479,920,2593,92.05,46.55,43.69,5,1694,758,0.05,51.22,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,1531043,,,,
TUN,Africa,Tunisia,01/01/2022,726706,864,609,25569,5,7.571,58813.465,69.925,49.287,2069.34,0.405,0.613,1.66,,,,,,,,,,,,,10273,0.838,0.0702,14.2,people tested,12182712,6899489,5933117,865340,26146,60481,98.6,55.84,48.02,7,4895,35117,0.284,35.18,74.228,32.7,8.001,5.075,10849.297,2,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,12356116,,,,
TUR,Asia,Turkey,01/01/2022,9482550,40786,30862,82243,139,153.286,111113.327,477.917,361.631,963.696,1.629,1.796,1.4,,,,,,,,,119353889,369027,1407.883,4.353,365842,4.315,0.0907,11,tests performed,131930475,56925363,51621727,23383385,284470,511603,154.59,66.7,60.49,27.4,5995,19434,0.023,35.54,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,85341248,,,,
TKM,Asia,Turkmenistan,01/01/2022,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,19106,,,,,2971,7918,0.123,,12.253,26.9,4.277,2.541,16389.023,,536.783,7.11,,,100,7.4,68.19,0.715,6430777,,,,
TCA,North America,Turks and Caicos Islands,01/01/2022,3284,1,9.286,26,0,0,71819.096,21.869,203.073,568.604,0,0,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,2668,17,0.037,,37.312,,,,,,,,,,,,80.22,,45726,,,,
TUV,Oceania,Tuvalu,01/01/2022,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,265,1,0.009,,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,11335,,,,
UGA,Africa,Uganda,01/01/2022,144607,1936,1625,3302,5,4,3060.492,40.974,34.392,69.884,0.106,0.085,1.6,,,,,,,,,2166777,6592,47.254,0.144,7329,0.16,0.1827,5.5,tests performed,,,,,,136612,,,,,2891,97889,0.207,73.15,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,47249588,,,,
UKR,Europe,Ukraine,01/01/2022,3672675,5026,4337.286,96089,190,198.429,92506.642,126.594,109.247,2420.272,4.786,4.998,0.98,,,,,,,,,16809292,22507,386.142,0.517,21842,0.502,0.2061,4.9,tests performed,,,,,,69948,,,,,1762,18912,0.048,39.49,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,39701744,,,,
ARE,Asia,United Arab Emirates,01/01/2022,761937,2426,2004,2164,2,1.286,80703.936,256.961,212.263,229.21,0.212,0.136,1.7,,,,,,,,,112130735,463616,11973.199,49.504,409104,43.684,0.0052,191.4,tests performed,,,,,,27043,,,,,2864,69,0.001,40.74,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,9441138,,,,
GBR,Europe,United Kingdom,01/01/2022,13678246,236575,177251.286,150119,192,139.857,202613.858,3504.351,2625.597,2223.691,2.844,2.072,1.22,,,,,,,2806,41.565,394424749,1110513,5862.346,16.506,1486824,22.099,0.1048,9.5,tests performed,133336724,51789045,47437009,34110670,23907,276569,197.51,76.71,70.27,50.53,4097,18232,0.027,42.1,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,67508936,,,,
USA,North America,United States,01/01/2022,54118933,584647,354503.286,820389,1334,1310,159977.995,1728.243,1047.928,2425.107,3.943,3.872,1.62,18863,55.76,96539,285.374,,,98909,292.379,727619218,1260066,2159.123,3.739,1855238,5.505,0.267,3.7,tests performed,521522100,244166107,210269814,77676102,118089,1101340,157.08,73.54,63.33,23.4,3317,282668,0.085,47.66,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,338289856,,,,
VIR,North America,United States Virgin Islands,01/01/2022,9648,593,234.429,89,0,0.143,96985.293,5961.057,2356.563,894.661,0,1.436,,,,,,,,,,99611,75,995.204,0.749,233,2.328,0.405,2.5,tests performed,,,,,,,,,,,,,,,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,99479,,,,
OWID_UMC,,Upper middle income,01/01/2022,83799042,163189,145639.143,2202038,1805,1866.429,33175.635,64.606,57.658,871.776,0.715,0.739,,,,,,,,,,,,,,,,,,,4211325329,1952802130,1805689207,215061788,7214228,14976070,166.72,77.31,71.49,8.51,5929,1074378,0.043,,,,,,,,,,,,,,,,2525921300,,,,
URY,South America,Uruguay,01/01/2022,411658,1347,790.143,6169,1,1.429,120269.511,393.538,230.847,1802.328,0.292,0.417,1.58,,,,,,,,,4420664,9945,1290.23,2.903,12931,3.774,0.0795,12.6,people tested,6974814,2758496,2678917,1537401,4,4149,203.78,80.59,78.27,44.92,1212,267,0.008,25.93,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,,2.8,77.91,0.817,3422796,,,,
UZB,Asia,Uzbekistan,01/01/2022,199030,127,133,1485,0,1.143,5747.719,3.668,3.841,42.885,0,0.033,1.04,,,,,,,,,,,,,,,,,,,,,,,115234,,,,,3328,285,0.001,44.44,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,34627648,,,,
VUT,Oceania,Vanuatu,01/01/2022,7,0,0,,0,0,21.423,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,736,,,,,2253,196,0.06,19.44,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,326744,,,,
VAT,Europe,Vatican,01/01/2022,26,0,0,,0,0,32178.218,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12,,808,,,,
VEN,South America,Venezuela,01/01/2022,444411,225,236.286,5324,3,2,15702.626,7.95,8.349,188.116,0.106,0.071,1.1,,,,,,,,,,,,,,,,,,,,,,,126261,,,,,4461,58169,0.206,28.7,36.253,29,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,28301700,,,,
VNM,Asia,Vietnam,01/01/2022,1731257,16515,15769.714,32394,226,232.571,17632.268,168.2,160.609,329.922,2.302,2.369,1.04,,,,,,,,,74967758,,769.152,,163346,1.676,0.0959,10.4,people tested,,,,,,1016358,,,,,10351,91649,0.093,69.44,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
OWID_WLS,Europe,Wales,01/01/2022,,,,,,,,,,,,,,,,,,,,205,64.669,,,,,,,,,,6483056,2490591,2303262,1689203,22,20870,204.51,78.57,72.66,53.29,6584,511,0.016,,,,,,,,,,,,,,,,3170000,,,,
WLF,Oceania,Wallis and Futuna,01/01/2022,453,0,0,7,0,0,39065.195,0,0,603.656,0,0,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,604,3,0.026,,,,,,,,,,,,,,79.94,,11596,,,,
OWID_WRL,,World,01/01/2022,289094667,1985887,1340948.286,5456975,6286,6170.714,36249.638,249.011,168.142,684.251,0.788,0.774,1.47,,,,,,,,,,,,,,,,,,9196333240,4563130112,3893059527,537135007,20795571,33991889,115.31,57.22,48.82,6.74,4262,6645107,0.083,,58.045,30.9,8.696,5.355,15469.207,10,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,7975105024,,,,
YEM,Asia,Yemen,01/01/2022,10126,0,2.429,1984,0,0.286,300.505,0,0.072,58.878,0,0.008,1.14,,,,,,,,,,,,,,,,,,,,,,,1926,,,,,57,2868,0.009,26.85,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,33696612,,,,
ZMB,Africa,Zambia,01/01/2022,254274,5081,3620.286,3734,4,6.143,12702.477,253.826,180.855,186.535,0.2,0.307,1.48,,,,,,,,,2970632,11516,152.55,0.591,11801,0.606,0.3192,3.1,tests performed,,,,,,22047,,,,,1101,15561,0.078,37.96,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2,63.89,0.584,20017670,,,,
ZWE,Africa,Zimbabwe,01/01/2022,213258,1530,1503.143,5004,7,19,13066.848,93.747,92.101,306.608,0.429,1.164,0.79,,,,,,,,,1710825,3593,106.97,0.225,5358,0.335,0.2791,3.6,tests performed,7276239,4130228,3140338,5673,11448,9599,44.58,25.31,19.24,0.03,588,4308,0.026,47.22,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,16320539,,,,
AFG,Asia,Afghanistan,01/01/2022,158059,0,24.571,7356,0,1.143,3843.027,0,0.597,178.853,0,0.028,1.3,,,,,,,,,,,,,,,,,,,,,,,16935,,,,,412,15923,0.039,19.44,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,
OWID_AFR,,Africa,01/01/2022,9904868,54594,44340.143,229143,265,218.286,6942.324,38.265,31.078,160.606,0.186,0.153,,,,,,,,,,,,,,,,,,,304142817,193994506,125170954,909609,1742670,1723494,21.32,13.6,8.77,0.06,1208,976766,0.068,,,,,,,,,,,,,,,,1426736614,,,,
ALB,Europe,Albania,01/01/2022,209516,617,368.714,3215,3,4.857,73713.075,217.076,129.723,1131.119,1.055,1.709,1.49,,,,,,,,,1426434,3068,499.677,1.075,3812,1.335,0.1005,9.9,tests performed,,,,,,5843,,,,,2056,2007,0.071,40.74,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,2842318,,,,
DZA,Africa,Algeria,01/01/2022,218432,395,333.429,6276,5,7.714,4864.506,8.797,7.425,139.767,0.111,0.172,1.21,27,0.601,,,,,,,,,,,,,,,,,,,,,22589,,,,,503,9845,0.022,51.85,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
ASM,Oceania,American Samoa,01/01/2022,11,0,0,,0,0,248.335,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.205,,,,,,283.75,,,,,,73.74,,44295,,,,
AND,Europe,Andorra,01/01/2022,23740,618,287.143,140,0,0.143,297333.517,7740.19,3596.344,1753.441,0,1.789,1.25,,,,,,,,,,,,,1145,14.487,0.2508,4,tests performed,,,,,,758,,,,,9494,27,0.034,51.64,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,79843,,,,
AGO,Africa,Angola,01/01/2022,76787,0,938,1757,0,1.571,2157.605,0,26.356,49.369,0,0.044,1.67,,,,,,,,,,,,,,,,,,,,,,,53366,,,,,1500,31539,0.089,71.51,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,35588996,,,,
AIA,North America,Anguilla,01/01/2022,1674,0,4,5,0,0,105435.536,0,251.937,314.921,0,0,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,1323,2,0.013,,,,,,,,,,,,,,81.88,,15877,,,,
ATG,North America,Antigua and Barbuda,01/01/2022,4362,67,20.857,119,0,0.143,46517.084,714.499,222.424,1269.036,0,1.523,1.09,,,,,,,,,,,,,,,,,,,,,,,66,,,,,704,4,0.004,,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,93772,,,,
ARG,South America,Argentina,01/01/2022,5799597,19075,35920.714,118213,37,58.714,127434.755,419.136,789.287,2597.499,0.813,1.29,2.04,1012,22.237,,,,,,,28680676,46481,633.452,1.027,127848,2.824,0.327,3.1,tests performed,78299012,38821064,30776307,6184368,4606,282203,172.05,85.3,67.62,13.59,6201,43911,0.096,37.42,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,45510324,,,,
ARM,Asia,Armenia,01/01/2022,344980,50,85.857,7975,3,4.714,124072.46,17.983,30.879,2868.218,1.079,1.695,0.7,,,,,,,,,2575788,1851,922.899,0.663,5578,1.999,0.013,76.9,tests performed,,,,,,5739,,,,,2064,1937,0.07,,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,2780472,,,,
ABW,North America,Aruba,01/01/2022,19719,698,364.857,181,0,0,185226.237,6556.515,3427.208,1700.185,0,0,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,573,35,0.033,34.26,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,106459,,,,
OWID_ASI,,Asia,01/01/2022,84936388,121264,91826.143,1259942,1214,1093.429,17989.725,25.684,19.449,266.859,0.257,0.232,,,,,,,,,,,,,,,,,,,6235902762,3118653780,2656420534,207941261,16946546,26050706,132.08,66.05,56.26,4.4,5518,4628470,0.098,,,,,,,,,,,,,,,,4721383370,,,,
AUS,Oceania,Australia,01/01/2022,395385,32827,16144,2443,14,12.571,15104.053,1254.02,616.715,93.325,0.535,0.48,2.19,194,7.411,1828,69.831,,,,,55239454,280490,2131.062,10.821,255031,9.839,0.0909,11,tests performed,,,,,,78527,,,,,3000,6966,0.027,47.16,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
AUT,Europe,Austria,01/01/2022,1268333,3801,2620.714,16713,30,22.714,141877.778,425.186,293.157,1869.543,3.356,2.541,1.26,322,36.019,994,111.19,,,,,123907877,328668,13887.776,36.838,569157,63.792,0.0046,216.3,tests performed,,,,,,34826,,,,,3896,3648,0.041,54.41,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
AZE,Asia,Azerbaijan,01/01/2022,616947,595,475.571,8358,12,12.714,59561.919,57.443,45.913,806.906,1.159,1.227,0.81,,,,,,,,,5876764,,569.841,,9352,0.907,0.0488,20.5,tests performed,11346243,5169392,4676580,1500271,77,20378,109.54,49.91,45.15,14.48,1967,1926,0.019,59.83,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,10358078,,,,
BHS,North America,Bahamas,01/01/2022,24996,520,208.143,717,0,0.571,60967.489,1268.327,507.679,1748.827,0,1.394,1.4,,,,,,,,,185893,450,455.725,1.103,658,1.613,0.2034,4.9,tests performed,,,,,,618,,,,,1507,83,0.02,44.37,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,409989,,,,
BHR,Asia,Bahrain,01/01/2022,282062,656,397.857,1394,0,0,191587.36,445.58,270.24,946.858,0,0,2.04,,,,,,,,,,,,,21320,14.57,0.0212,47.2,units unclear,3229937,1203427,1178471,848039,3736,8063,219.39,81.74,80.05,57.6,5477,540,0.037,30.18,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29,0.852,1472237,,,,
BGD,Asia,Bangladesh,01/01/2022,1585909,370,417.714,28076,4,2.857,9264.225,2.161,2.44,164.008,0.023,0.017,1.46,,,,,,,,,11508057,15214,67.952,0.09,18678,0.11,0.0224,44.7,tests performed,,,,,,829757,,,,,4847,388153,0.227,29.63,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,171186368,,,,
BRB,North America,Barbados,01/01/2022,28565,255,140.429,260,0,0,101421.643,905.392,498.6,923.145,0,0,1.39,,,,,,,,,,,,,,,,,,,,,,,194,,,,,689,69,0.024,64.76,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,281646,,,,
BLR,Europe,Belarus,01/01/2022,699110,1510,1148.286,5578,17,16,73320.737,158.365,120.429,585.005,1.783,1.678,0.89,,,,,,,,,,,,,16897,1.764,0.0661,15.1,tests performed,,,,,,67398,,,,,7069,39278,0.412,19.44,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11,74.79,0.823,9534956,,,,
BEL,Europe,Belgium,01/01/2022,2113612,16062,10162.143,28385,29,27,181333.73,1378.012,871.844,2435.243,2.488,2.316,1.27,513,44.012,1704,146.192,,,996,85.45,27400673,39324,2359.804,3.387,66623,5.738,0.181,5.5,tests performed,21732226,8942301,8832080,4386427,77,46021,186.45,76.72,75.77,37.63,3948,970,0.008,33.89,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
BLZ,North America,Belize,01/01/2022,32488,421,149.143,598,1,0.857,80160.874,1038.775,367.995,1475.505,2.467,2.115,1.64,,,,,,,,,,,,,1213,3.032,0.1575,6.4,tests performed,,,,,,338,,,,,834,44,0.011,71.31,16.426,25,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,405285,,,,
BEN,Africa,Benin,01/01/2022,25044,0,15.571,161,0,0,1875.553,0,1.166,12.057,0,0,0.34,,,,,,,,,,,,,,,,,,,,,,,19531,,,,,1463,18427,0.138,49.63,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,13352864,,,,
BMU,North America,Bermuda,01/01/2022,6420,89,58,110,4,0.571,99989.098,1386.142,903.328,1713.209,62.299,8.9,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,3224,11,0.017,39.71,1308.82,,,,50669.315,,139.547,13,,,,,82.59,,64207,,,,
BTN,Asia,Bhutan,01/01/2022,2660,0,0.143,3,0,0,3399.548,0,0.183,3.834,0,0,1.02,,,,,,,,,1291025,2149,1660.512,2.764,1508,1.94,0.0001,10545.5,samples tested,,,,,,518,,,,,662,216,0.028,49.07,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,782457,,,,
BOL,South America,Bolivia,01/01/2022,599753,7980,3805,19680,30,23.429,49063.106,652.808,311.27,1609.933,2.454,1.917,1.48,134,10.962,1171,95.794,,,,,3085533,9429,255.436,0.781,13626,1.128,0.2569,3.9,tests performed,9828521,5657026,4602185,552821,35677,46080,80.4,46.28,37.65,4.52,3770,27446,0.225,28.58,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,12224114,,,,
BES,North America,Bonaire Sint Eustatius and Saba,01/01/2022,3425,68,26.571,23,0,0.143,126608.014,2513.677,982.235,850.214,0,5.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.79,,27052,,,,
BIH,Europe,Bosnia and Herzegovina,01/01/2022,291313,842,576.714,13442,14,24.714,90091.324,260.397,178.354,4157.067,4.33,7.643,1.39,,,,,,,,,,,,,3289,1.006,0.1753,5.7,tests performed,,,,,,4315,,,,,1334,1020,0.032,35.19,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,3233530,,,,
BWA,Africa,Botswana,01/01/2022,222053,0,1367.286,2452,0,1.857,84421.169,0,519.821,932.213,0,0.706,1.2,,,,,,,,,,,,,976,0.377,,,tests performed,,,,,,2733,,,,,1039,6901,0.262,21.3,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,2630300,,,,
BRA,South America,Brazil,01/01/2022,22277239,13405,7238,618984,167,108,103464.198,62.258,33.616,2874.803,0.776,0.502,1.51,,,,,,,,,,,,,43249,0.202,,,tests performed,331292259,166199307,143441284,26580353,18349,364234,153.87,77.19,66.62,12.34,1692,39448,0.018,47.07,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504,,,,
VGB,North America,British Virgin Islands,01/01/2022,3397,141,46.571,39,0,0,108419.507,4500.191,1486.385,1244.734,0,0,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,351,7,0.022,,207.973,,,,,,,13.67,,,,,79.07,,31332,,,,
BRN,Asia,Brunei,01/01/2022,15474,4,5.714,61,0,0,34463.098,8.909,12.727,135.857,0,0,1.25,,,,,,,,,,,,,,,,,,,,,,,5941,,,,,13232,46,0.01,54.63,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838,449002,,,,
BGR,Europe,Bulgaria,01/01/2022,747108,2810,1995.571,30955,65,68.429,110161.156,414.335,294.247,4564.318,9.584,10.09,1.44,,,,,,,,,,,,,23780,3.453,0.0859,11.6,tests performed,3701105,,1914966,275398,445,6767,54.57,,28.24,4.06,998,2196,0.032,45.82,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,6781955,,,,
BFA,Africa,Burkina Faso,01/01/2022,17632,0,84.571,318,0,0.143,777.639,0,3.73,14.025,0,0.006,0.27,,,,,,,,,,,,,,,,,,,,,,,10718,,,,,473,10489,0.046,13.89,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,22673764,,,,
BDI,Africa,Burundi,01/01/2022,31615,1065,770.143,14,0,0,2452.756,82.625,59.749,1.086,0,0,0.82,,,,,,,,,,,,,,,,,,,,,,,41,,,,,3,114,0.001,24.07,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,12889583,,,,
KHM,Asia,Cambodia,01/01/2022,120493,6,7.571,3012,0,0.714,7185.954,0.358,0.452,179.629,0,0.043,1.14,,,,,,,,,,,,,3435,0.207,0.0026,387.8,tests performed,30465321,14262589,13660387,3595496,8601,40661,181.69,85.06,81.47,21.44,2425,2641,0.016,41.36,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594,16767851,,,,
CMR,Africa,Cameroon,01/01/2022,109666,0,141.429,1853,0,0.286,3928.633,0,5.066,66.381,0,0.01,0.55,,,,,,,,,,,,,,,,,,,,,,,1178,,,,,42,981,0.004,30.56,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,27914542,,,,
CAN,North America,Canada,01/01/2022,2142472,40002,28102.571,29985,27,20.857,55714.717,1040.247,730.804,779.756,0.702,0.542,1.45,574,14.927,3865,100.509,,,,,52758293,96064,1382.736,2.518,130345,3.416,0.2659,3.8,tests performed,68969997,31754134,29442935,7772928,133451,239995,179.36,82.58,76.57,20.21,6241,14952,0.039,68.15,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
CPV,Africa,Cape Verde,01/01/2022,41732,994,409.571,352,0,0,70355.147,1675.765,690.488,593.43,0,0,2.56,,,,,,,,,,989,,1.682,,,,,tests performed,,,,,,968,,,,,1632,690,0.116,57.37,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,593162,,,,
CYM,North America,Cayman Islands,01/01/2022,8943,125,79.571,12,1,0.143,130133,1818.923,1157.874,174.617,14.551,2.079,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,3289,23,0.033,,256.496,,,,49903.029,,,13.22,,,,,83.92,,68722,,,,
CAF,Africa,Central African Republic,01/01/2022,12494,40,32.286,106,5,0.714,2239.41,7.17,5.787,18.999,0.896,0.128,0.32,,,,,,,,,,,,,,,,,,,,,,,3596,,,,,645,3314,0.059,18.52,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1,53.28,0.397,5579148,,,,
TCD,Africa,Chad,01/01/2022,6183,482,68.857,184,3,0.429,348.863,27.196,3.885,10.382,0.169,0.024,0.14,,,,,,,,,,,,,,,,,,,,,,,2544,,,,,144,1417,0.008,35.19,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,17723312,,,,
CHL,South America,Chile,01/01/2022,1806494,1812,1266.143,39115,19,18.714,92150.496,92.431,64.587,1995.283,0.969,0.955,1.23,512,26.117,,,131,6.682,606,30.912,27184296,63089,1394.554,3.236,49954,2.563,0.0265,37.7,tests performed,44314282,17307896,16547817,11032485,110,126988,226.05,88.29,84.41,56.28,6478,11254,0.057,30.14,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
