iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BLZ,North America,Belize,01/01/2021,10724,56,50.571,242,1,2.286,26460.392,138.174,124.78,597.111,2.467,5.64,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,16.426,25,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,405285,,,,
BEN,Africa,Benin,01/01/2021,3251,0,6.571,44,0,0,243.468,0,0.492,3.295,0,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,13352864,,,,
BMU,North America,Bermuda,01/01/2021,604,9,6.143,10,0,0.143,9407.074,140.172,95.673,155.746,0,2.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,1308.82,,,,50669.315,,139.547,13,,,,,82.59,,64207,,,,
BTN,Asia,Bhutan,01/01/2021,689,19,21.143,,0,0,880.56,24.282,27.021,,0,0,1.07,,,,,,,,,287162,5463,369.347,7.026,5363,6.898,0.003,332.2,samples tested,,,,,,,,,,,,,,81.94,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,782457,,,,
BOL,South America,Bolivia,01/01/2021,158372,1485,901.143,9149,14,12,12955.704,121.481,73.718,748.439,1.145,0.982,1.38,,,,,,,,,416480,2556,34.478,0.212,2597,0.215,0.4068,2.5,tests performed,,,,,,,,,,,,,,52.78,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,12224114,,,,
BES,North America,Bonaire Sint Eustatius and Saba,01/01/2021,189,3,1,3,0,0,6986.544,110.898,36.966,110.898,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.79,,27052,,,,
BIH,Europe,Bosnia and Herzegovina,01/01/2021,111642,657,477.714,4072,22,27.714,34526.354,203.184,147.738,1259.305,6.804,8.571,0.88,,,,,,,,,517161,2781,158.108,0.85,2468,0.755,0.1882,5.3,tests performed,,,,,,,,,,,,,,42.59,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,3233530,,,,
BWA,Africa,Botswana,01/01/2021,14872,235,158.571,44,1,0.857,5654.108,89.343,60.286,16.728,0.38,0.326,1.37,,,,,,,,,553859,,213.975,,2276,0.879,0.049,20.4,tests performed,,,,,,,,,,,,,,56.48,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,2630300,,,,
BRA,South America,Brazil,01/01/2021,7619200,55649,36240.429,193875,1194,665,35386.54,258.456,168.315,900.431,5.545,3.089,1.04,,,,,,,,,29249432,4675,136.472,0.022,265387,1.238,,,tests performed,,,,,,,,,,,,,,64.35,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504,,,,
VGB,North America,British Virgin Islands,01/01/2021,93,0,0,1,0,0,2968.211,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.973,,,,,,,13.67,,,,,79.07,,31332,,,,
BRN,Asia,Brunei,01/01/2021,157,0,0.714,3,0,0,349.664,0,1.591,6.681,0,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838,449002,,,,
BGR,Europe,Bulgaria,01/01/2021,202266,1046,801.143,7576,61,79,29824.144,154.233,118.129,1117.082,8.994,11.649,0.75,,,,,,,,,1155283,5738,167.776,0.833,4644,0.674,0.173,5.8,tests performed,4739,4739,,,,1007,0.07,0.07,,,148,1007,0.015,53.7,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,6781955,,,,
BFA,Africa,Burkina Faso,01/01/2021,6828,121,99.143,85,0,1.143,301.141,5.337,4.373,3.749,0,0.05,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,22673764,,,,
BDI,Africa,Burundi,01/01/2021,822,4,5.143,2,0,0,63.772,0.31,0.399,0.155,0,0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.81,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,12889583,,,,
KHM,Asia,Cambodia,01/01/2021,378,12,2.143,,0,0,22.543,0.716,0.128,,0,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.96,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594,16767851,,,,
CMR,Africa,Cameroon,01/01/2021,26848,0,81.571,448,0,0,961.793,0,2.922,16.049,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,27914542,,,,
CAN,North America,Canada,01/01/2021,572981,7477,6375.429,15368,94,124.429,14900.299,194.438,165.792,399.643,2.444,3.236,1.04,778,20.232,4176,108.596,,,,,18097623,132528,474.318,3.473,98943,2.593,0.0688,14.5,tests performed,105461,105458,3,,9291,8091,0.27,0.27,0,,210,8090,0.021,72.69,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
CPV,Africa,Cape Verde,01/01/2021,11840,47,21.714,113,1,0.143,19960.82,79.236,36.608,190.504,1.686,0.241,1.19,,,,,,,,,,228,,0.388,,,,,tests performed,,,,,,,,,,,,,,64.81,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,593162,,,,
CYM,North America,Cayman Islands,01/01/2021,330,4,1.857,2,0,0,4801.956,58.206,27.024,29.103,0,0,,,,,,,,,,,,,,,,,,,,,,,,275,,,,,4002,195,0.284,,256.496,,,,49903.029,,,13.22,,,,,83.92,,68722,,,,
CAF,Africa,Central African Republic,01/01/2021,5842,24,4.286,63,0,0,1047.113,4.302,0.768,11.292,0,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1,53.28,0.397,5579148,,,,
TCD,Africa,Chad,01/01/2021,2113,36,22.143,105,0,0.286,119.222,2.031,1.249,5.924,0,0.016,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,17723312,,,,
CHL,South America,Chile,01/01/2021,608973,3023,2237.571,16608,109,43.571,31064.13,154.205,114.14,847.185,5.56,2.223,1.2,794,40.502,,,365,18.619,1360,69.375,6494042,50583,333.144,2.595,34385,1.764,0.0695,14.4,tests performed,,,,,,529,,,,,27,529,0.003,79.17,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
CHN,Asia,China,01/01/2021,96762,89,86.143,4789,1,1.857,67.861,0.062,0.06,3.359,0.001,0.001,0.96,,,,,,,,,,,,,14769984,10.358,0,430787.6,tests performed,,,,,,232143,,,,,163,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
COL,South America,Colombia,01/01/2021,1626461,11639,11662.143,42909,289,248,31354.053,224.37,224.817,827.177,5.571,4.781,1.06,,,,,,,,,8143559,38942,158.077,0.756,52841,1.026,0.262,3.8,tests performed,,,,,,,,,,,,,,60.19,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COM,Africa,Comoros,01/01/2021,754,59,15.571,10,1,0.429,901.07,70.508,18.609,11.951,1.195,0.512,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,836783,,,,
COG,Africa,Congo,01/01/2021,6431,0,12.857,100,0,0,1077.142,0,2.153,16.749,0,0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.52,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,5970430,,,,
COK,Oceania,Cook Islands,01/01/2021,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25,,17032,,,,
CRI,North America,Costa Rica,01/01/2021,168114,1315,881.714,2171,15,15.143,32449.203,253.82,170.188,419.044,2.895,2.923,1.06,,,,,,,,,431013,3252,83.628,0.631,2364,0.459,0.329,3,people tested,,,,,,240,,,,,46,240,0.005,66.67,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
CIV,Africa,Cote d'Ivoire,01/01/2021,22250,0,25.571,138,0,0.571,790.112,0,0.908,4.9,0,0.02,1.46,,,,,,,,,260851,2345,9.493,0.085,1371,0.05,0.0502,19.9,tests performed,,,,,,,,,,,,,,15.74,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,28160548,,,,
HRV,Europe,Croatia,01/01/2021,210837,2391,1216.857,3920,60,65.143,52312.187,593.247,301.923,972.618,14.887,16.163,0.68,,,2478,614.833,,,,,1024740,5631,252.391,1.387,5104,1.257,0.2252,4.4,people tested,,,,,,1105,,,,,274,1105,0.027,62.04,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,4030361,,,,
CUB,North America,Cuba,01/01/2021,11863,176,194.714,146,1,1,1058.044,15.697,17.366,13.022,0.089,0.089,1.26,,,,,,,,,1502010,11243,133.436,0.999,13630,1.211,0.0121,82.5,tests performed,,,,,,,,,,,,,,62.04,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,11212198,,,,
CUW,North America,Curacao,01/01/2021,4230,51,25.571,14,0,0.286,22126.556,266.774,133.761,73.232,0,1.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,191173,,,,
CYP,Europe,Cyprus,01/01/2021,23109,762,541.714,128,6,2.571,25791.093,850.44,604.587,142.856,6.696,2.87,1.13,28,31.25,168,187.499,,,,,1040856,3226,1161.661,3.6,10623,11.856,0.051,19.6,tests performed,,,,,,,,,,,,,,74.07,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,,,,
CZE,Europe,Czechia,01/01/2021,737007,13428,9678.429,12018,129,125.857,70231.342,1279.59,922.283,1145.227,12.293,11.993,1.22,950,90.528,5667,540.023,567,54.031,5783,551.077,4236565,12026,403.07,1.144,44479,4.232,0.22,4.5,tests performed,12152,12151,1,,271,2173,0.12,0.12,0,,207,2173,0.021,73.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
COD,Africa,Democratic Republic of Congo,01/01/2021,17848,191,224,591,0,3.571,180.264,1.929,2.262,5.969,0,0.036,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,99010216,,,,
DNK,Europe,Denmark,01/01/2021,163479,2249,2448.286,1298,42,25.429,27791.874,382.336,416.215,220.664,7.14,4.323,0.85,129,21.93,885,150.452,,,1030,175.103,10572230,32021,1805.91,5.47,76859,13.129,0.0308,32.4,tests performed,31430,31429,1,,1866,4486,0.53,0.53,0,,763,4486,0.076,51.85,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DJI,Africa,Djibouti,01/01/2021,5831,7,4.429,61,0,0,5202.297,6.245,3.951,54.423,0,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.52,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,1120851,,,,
DMA,North America,Dominica,01/01/2021,96,0,0,,0,0,1319.443,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75,0.742,72758,,,,
DOM,North America,Dominican Republic,01/01/2021,170785,1206,1018.714,2414,5,1.429,15209.522,107.402,90.723,214.982,0.445,0.127,1.1,,,,,,,,,878581,2337,79.024,0.21,3648,0.328,0.2813,3.6,samples tested,,,,,,,,,,,,,,70.37,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,11228821,,,,
ECU,South America,Ecuador,01/01/2021,212512,1000,643.143,14034,11,8.143,11805.565,55.552,35.728,779.623,0.611,0.452,1.08,,,,,,,,,708824,4311,39.827,0.242,2992,0.168,0.25,4,people tested,,,,,,,,,,,,,,73.15,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,18001002,,,,
EGY,Africa,Egypt,01/01/2021,138062,1418,1295.571,7631,55,53,1243.913,12.776,11.673,68.754,0.496,0.478,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,110990096,,,,
SLV,North America,El Salvador,01/01/2021,45960,0,191.571,1336,9,7.571,7253.338,0,30.234,210.846,1.42,1.195,1.03,,,,,,,,,,,,,2090,0.331,,,tests performed,,,,,,,,,,,,,,47.22,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,6336393,,,,
OWID_ENG,Europe,England,01/01/2021,,,,,,,,,,,,,,1940,34.306,22534,398.479,,,18958,335.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56550000,,,,
GNQ,Africa,Equatorial Guinea,01/01/2021,5277,0,5.857,86,0,0.143,3150.606,0,3.497,51.346,0,0.085,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,1674916,,,,
ERI,Africa,Eritrea,01/01/2021,1320,68,52.143,3,2,0.286,358.302,18.458,14.154,0.814,0.543,0.078,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,3684041,,,,
EST,Europe,Estonia,01/01/2021,28427,418,545.857,234,5,4.571,21437.125,315.219,411.637,176.462,3.771,3.447,1.05,,,406,306.169,,,,,642954,2342,483.897,1.763,4071,3.064,0.1342,7.5,tests performed,,,,,,460,,,,,347,460,0.035,55.56,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,,,,
SWZ,Africa,Eswatini,01/01/2021,9356,212,189.429,206,21,7.429,7785.767,176.42,157.636,171.427,17.476,6.182,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1201680,,,,
ETH,Africa,Ethiopia,01/01/2021,124264,408,409.286,1923,5,5.857,1007.165,3.307,3.317,15.586,0.041,0.047,0.97,,,,,,,,,1806046,5810,15.015,0.048,5205,0.043,0.0761,13.1,tests performed,,,,,,,,,,,,,,51.85,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,123379928,,,,
OWID_EUR,,Europe,01/01/2021,23956325,282342,212442,573450,5102,4899.286,32164.439,379.08,285.231,769.93,6.85,6.578,,,,,,,,,,,,,,,,,,,510247,508999,158,1,120399,154841,0.07,0.07,0,0,208,148476,0.02,,,,,,,,,,,,,,,,744807803,,,,
OWID_EUN,,European Union,01/01/2021,15510467,161742,117260.429,395351,3487,3291.143,34456.465,359.309,260.494,878.271,7.746,7.311,,,,,,,,,,,,,,,,,,,444530,443386,145,,51769,85102,0.1,0.1,0,,189,78897,0.018,,,,,,,,,,,,,,,,450146793,,,,
FRO,Europe,Faeroe Islands,01/01/2021,613,5,7,,0,0,11540.561,94.132,131.785,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,35.308,,,,,,,,,,,,80.67,,53117,,,,
FLK,South America,Falkland Islands,01/01/2021,29,0,0,,0,0,7629.571,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44,,3801,,,,
FJI,Oceania,Fiji,01/01/2021,49,0,0.429,2,0,0,52.701,0,0.461,2.151,0,0,,,,,,,,,,21498,133,23.251,0.144,122,0.132,,,tests performed,,,,,,,,,,,,,,49.07,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,929769,,,,
FIN,Europe,Finland,01/01/2021,36426,255,238.286,591,4,2.857,6574.206,46.023,43.006,106.664,0.722,0.516,0.91,,,,,,,,,2512010,6829,453.76,1.234,10598,1.914,0.024,41.7,tests performed,,,,,,,,,,,,,,52.31,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,
FRA,Europe,France,01/01/2021,2578158,13186,13142.143,64254,250,337.429,39893.125,204.034,203.355,994.234,3.868,5.221,1.09,2609,38.473,24263,357.793,1173,17.298,7344,108.298,35914568,33230,532.683,0.493,257782,3.823,0.05,20,people tested,3809,3805,4,,1195,639,0.01,0.01,0,,9,638,0.001,63.89,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,,,,
GUF,South America,French Guiana,01/01/2021,13166,121,68.714,71,0,0,43228.442,397.284,225.612,233.117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,,,,
PYF,Oceania,French Polynesia,01/01/2021,16926,75,53.714,114,0,0.857,55260.993,244.864,175.37,372.194,0,2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,306292,,,,
GAB,Africa,Gabon,01/01/2021,9571,0,14.571,64,0,0,4006.284,0,6.099,26.789,0,0,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,2388997,,,,
GMB,Africa,Gambia,01/01/2021,3802,2,1.429,124,0,0.143,1405.028,0.739,0.528,45.824,0,0.053,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,2705995,,,,
GEO,Asia,Georgia,01/01/2021,228410,990,1383.714,2528,23,30.714,61000.672,264.396,369.544,675.144,6.143,8.203,0.74,,,,,,,,,379399,8016,100.958,2.133,10896,2.899,0.127,7.9,tests performed,,,,,,,,,,,,,,84.26,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,3744385,,,,
DEU,Europe,Germany,01/01/2021,1753999,19543,18337,51216,778,836.143,21038.771,234.413,219.948,614.323,9.332,10.029,0.93,5604,67.219,,,,,11343,136.056,,,,,130804,1.568,,,tests performed,232650,232650,,,25723,41645,0.28,0.28,,,500,41645,0.05,82.41,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,83369840,,,,
GHA,Africa,Ghana,01/01/2021,55168,104,95,335,0,0.286,1647.993,3.107,2.838,10.007,0,0.009,1.21,,,,,,,,,,,,,1874,0.057,0.0676,14.8,tests performed,,,,,,,,,,,,,,38.89,126.719,21.1,3.385,1.948,4227.63,12,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870,,,,
GIB,Europe,Gibraltar,01/01/2021,1965,180,82.143,6,0,0,60134.039,5508.462,2513.782,183.615,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457.1,,,,,,,,,,,,79.93,,32677,,,,
GRC,Europe,Greece,01/01/2021,138850,932,659.286,4838,50,54.429,13370.282,89.745,63.485,465.865,4.815,5.241,0.86,,,,,,,,,3411127,28639,326.568,2.742,20974,2.008,0.0313,32,samples tested,2603,2603,,,264,539,0.03,0.03,,,52,539,0.005,84.26,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,,4.21,82.24,0.888,10384972,,,,
GRL,North America,Greenland,01/01/2021,27,0,0.143,,0,0,477.927,0,2.529,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,0.137,,,,,,199.941,2.16,,,,,71.7,,56494,,,,
GRD,North America,Grenada,01/01/2021,128,0,2.286,,0,0,1020.254,0,18.219,,0,0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,125459,,,,
GLP,North America,Guadeloupe,01/01/2021,8620,0,9,155,0,0,21780.767,0,22.741,391.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,,,,,,,,,,,82.14,,395762,,,,
GUM,Oceania,Guam,01/01/2021,7139,10,6.857,122,1,0.143,41558.245,58.213,39.917,710.198,5.821,0.832,,,,,,,,,,81171,37,475.981,0.217,127,0.745,0.067,14.9,tests performed,,,,,,,,,,,,,,,304.128,31.4,9.551,5.493,,,310.496,21.52,,,,,80.07,,171783,,,,
GTM,North America,Guatemala,01/01/2021,138012,846,445.429,4813,10,9.143,7734.402,47.411,24.962,269.728,0.56,0.512,1.09,,,,,,,,,610355,683,34.663,0.039,2482,0.141,0.1817,5.5,people tested,,,,,,,,,,,,,,52.31,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,17843914,,,,
GGY,Europe,Guernsey,01/01/2021,298,0,0.143,16,0,0,4705.585,0,2.256,252.649,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63329,,,,
GIN,Africa,Guinea,01/01/2021,13738,16,13.143,81,0,0.143,991.244,1.154,0.948,5.844,0,0.01,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,13859349,,,,
GNB,Africa,Guinea-Bissau,01/01/2021,2452,0,0.714,45,0,0,1164.525,0,0.339,21.372,0,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,2105580,,,,
GUY,South America,Guyana,01/01/2021,6319,18,8.714,164,0,0.286,7813.514,22.257,10.775,202.788,0,0.353,1,,,,,,,,,38548,,47.911,,,,,,tests performed,,,,,,,,,,,,,,54.63,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,808727,,,,
HTI,North America,Haiti,01/01/2021,10015,16,24.143,236,0,0.143,864.48,1.381,2.084,20.371,0,0.012,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,11585003,,,,
OWID_HIC,,High income,01/01/2021,41762243,502785,377038.571,884952,8372,6887.286,33396.046,402.062,301.507,707.67,6.695,5.508,,,,,,,,,,,,,,,,,,,7543717,7382776,56009,1,270132,640232,0.6,0.59,0,0,512,619059,0.05,,,,,,,,,,,,,,,,1250514600,,,,
HND,North America,Honduras,01/01/2021,121827,915,541.571,3130,19,10.857,11677.241,87.704,51.91,300.014,1.821,1.041,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,82.805,24.9,4.652,2.883,4541.795,16,240.208,7.21,2,,84.169,0.7,75.27,0.634,10432858,,,,
HKG,Asia,Hong Kong,01/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,44395,5.924,,,tests performed,,,,,,,,,,,,,,71.3,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,7488863,,,,
HUN,Europe,Hungary,01/01/2021,325278,2764,1587.714,9667,130,119.143,32634.502,277.307,159.292,969.871,13.043,11.953,0.82,,,5648,566.653,,,,,2245155,18128,231.226,1.867,11063,1.139,0.1435,7,tests performed,,,,,,6202,,,,,622,,,72.22,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9967304,,,,
ISL,Europe,Iceland,01/01/2021,5771,4,8,31,0,0.143,15475.874,10.727,21.453,83.132,0,0.383,1.12,,,,,,,,,241496,42,652.101,0.113,686,1.852,,,tests performed,,,,,,63,,,,,169,40,0.011,52.78,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,372903,,,,
IND,Asia,India,01/01/2021,10286709,20035,19980.571,148994,256,271.714,7258.611,14.137,14.099,105.135,0.181,0.192,0.87,,,,,,,,,173111694,1062420,122.987,0.755,972276,0.691,0.0201,49.8,samples tested,,,,,,,,,,,,,,66.2,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,1417173120,,,,
IDN,Asia,Indonesia,01/01/2021,751270,8072,7310.429,22329,191,211.714,2726.92,29.299,26.535,81.049,0.693,0.768,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,275501344,,,,
IRN,Asia,Iran,01/01/2021,1225143,6390,5994.429,55223,128,130.714,13835.518,72.162,67.695,623.632,1.446,1.476,0.95,,,,,,,,,7670268,49601,87.238,0.564,52255,0.594,0.1154,8.7,tests performed,,,,,,,,,,,,,,72.69,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,88550568,,,,
